City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
342,Bandarbeyla,SO,9.4942,50.8122,75.83,64,63,19.08,broken clouds
343,Nabire,ID,-3.3667,135.4833,75.97,91,100,3.04,overcast clouds
344,Catemaco,MX,18.4167,-95.1167,60.55,93,100,20.22,overcast clouds
345,Dingle,PH,10.9995,122.6711,74.77,92,97,6.44,overcast clouds
346,Trincomalee,LK,8.5711,81.2335,80.08,72,100,15.73,overcast clouds
347,Sukhumi,GE,43.0033,41.0153,43.32,85,86,5.26,overcast clouds
348,Coihaique,CL,-45.5752,-72.0662,81.21,36,0,9.22,clear sky
349,San Martin,AR,-33.081,-68.4681,84.74,21,0,10.31,clear sky
350,Paita,PE,-5.0892,-81.1144,90.16,62,80,12.08,broken clouds
351,Banyliv,UA,48.3661,25.3455,30.67,69,0,3.18,clear sky
352,Mahibadhoo,MV,3.7833,72.9667,82.2,76,100,12.35,overcast clouds
353,Mehamn,NO,71.0357,27.8492,21.38,79,0,23.02,clear sky
354,Moose Factory,CA,51.2585,-80.6094,1.4,50,0,9.22,clear sky
355,Norman Wells,CA,65.282,-126.8329,-14.76,70,75,8.05,broken clouds
356,Soto La Marina,MX,23.7667,-98.2167,58.77,23,20,12.17,few clouds
357,Camacha,PT,33.0833,-16.3333,59.76,67,20,11.5,few clouds
358,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,92.39,36,97,6.69,overcast clouds
359,Bambous Virieux,MU,-20.3428,57.7575,81.21,83,40,10.36,scattered clouds
360,Winnemucca,US,40.973,-117.7357,48.25,37,0,0.0,clear sky
361,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,72.66,99,100,2.28,heavy intensity rain
362,Olyka,UA,50.7186,25.8125,31.93,69,46,9.69,scattered clouds
363,Laguna,US,38.421,-121.4238,76.84,56,0,4.61,clear sky
364,Altamira,BR,-3.2033,-52.2064,82.49,74,40,4.61,scattered clouds
365,Hambantota,LK,6.1241,81.1185,75.97,81,100,13.02,overcast clouds
366,Baykit,RU,61.67,96.37,-13.81,100,94,3.6,overcast clouds
367,Mbulu,TZ,-3.85,35.5333,61.63,83,92,2.64,light rain
368,Qena,EG,26.1615,32.7183,66.31,19,0,8.1,clear sky
369,Chipiona,ES,36.7366,-6.437,60.67,77,20,5.75,few clouds
370,Muros,ES,42.7762,-9.0603,54.23,73,69,21.85,broken clouds
371,Tandil,AR,-37.3217,-59.1332,77.74,28,8,12.82,clear sky
372,Korla,CN,41.7597,86.1469,30.13,45,0,4.45,clear sky
373,Jiangyou,CN,31.7667,104.7167,44.74,81,97,1.72,overcast clouds
374,Kuching,MY,1.55,110.3333,77.22,88,40,8.05,scattered clouds
375,Maarianhamina,AX,60.0973,19.9348,37.26,87,100,18.41,overcast clouds
376,Zhuanghe,CN,39.7008,122.9911,27.79,90,100,3.76,light snow
377,Lamesa,US,32.7376,-101.951,57.07,32,0,4.74,clear sky
378,Berlevag,NO,70.8578,29.0864,19.4,80,96,10.4,overcast clouds
379,Nemuro,JP,43.3236,145.575,26.71,85,98,9.01,overcast clouds
380,Ancud,CL,-41.8697,-73.8203,80.22,73,8,6.89,clear sky
381,San Quintin,MX,30.4833,-115.95,74.86,18,46,2.51,scattered clouds
382,Usakos,NA,-22.0,15.6,78.28,59,93,9.75,overcast clouds
383,Bahia Blanca,AR,-38.7196,-62.2724,87.13,16,2,7.65,clear sky
384,Monte Patria,CL,-30.6919,-70.9467,81.63,39,0,10.58,clear sky
385,Port Elizabeth,ZA,-33.918,25.5701,70.09,83,100,14.97,overcast clouds
386,Shelburne,CA,44.0787,-80.2041,13.14,68,94,3.13,overcast clouds
387,Ballina,AU,-28.8667,153.5667,66.16,96,75,6.91,broken clouds
388,Youghal,IE,51.95,-7.8506,46.02,97,34,12.46,scattered clouds
389,Cidreira,BR,-30.1811,-50.2056,71.11,90,100,9.84,moderate rain
390,Fort Nelson,CA,58.8053,-122.7002,-2.61,78,75,3.44,broken clouds
391,Irbil,IQ,36.1926,44.0106,49.82,53,0,2.3,clear sky
392,Rehoboth,NA,-23.3167,17.0833,69.35,66,32,10.94,scattered clouds
393,Pisco,PE,-13.7,-76.2167,77.05,57,0,8.05,clear sky
394,Grand Gaube,MU,-20.0064,57.6608,81.37,77,90,5.99,overcast clouds
395,Shancheng,CN,34.7953,116.0817,39.67,77,13,6.11,few clouds
396,Ratnagiri,IN,16.9833,73.3,73.47,63,0,8.66,clear sky
397,Manacor,ES,39.5696,3.2096,56.28,88,100,9.06,overcast clouds
398,Vila Velha,BR,-20.3297,-40.2925,84.15,77,75,16.11,broken clouds
399,Saint-Joseph,RE,-21.3667,55.6167,79.18,86,16,9.75,few clouds
400,Egvekinot,RU,66.3167,-179.1667,-19.95,92,92,6.93,overcast clouds
401,Hulan,CN,45.9833,126.6,-7.49,99,100,4.97,overcast clouds
402,Ostrovnoy,RU,68.0531,39.5131,13.93,70,100,15.9,overcast clouds
403,Prince George,CA,53.9166,-122.753,35.62,69,0,4.61,clear sky
404,Aranos,NA,-24.1333,19.1167,69.8,70,100,8.43,light rain
405,Te Anau,NZ,-45.4167,167.7167,44.35,93,36,1.01,scattered clouds
406,Bom Jesus Da Lapa,BR,-13.255,-43.4181,80.2,64,51,4.5,broken clouds
407,Cermik,TR,38.1361,39.4493,37.89,60,86,5.12,overcast clouds
408,Beloha,MG,-25.1667,45.05,76.06,87,32,16.15,scattered clouds
409,La Rioja,ES,42.25,-2.5,49.78,70,100,10.89,overcast clouds
410,Iralaya,HN,15.0,-83.2333,80.69,63,0,10.69,clear sky
411,Teberda,RU,43.4456,41.7448,19.94,87,40,4.18,scattered clouds
412,Nipawin,CA,53.3668,-104.0009,8.64,85,20,17.27,few clouds
413,Staryy Nadym,RU,65.6118,72.6842,-17.0,98,96,8.37,overcast clouds
414,Voyvozh,RU,62.892,54.9635,-0.15,100,91,2.8,overcast clouds
415,Zinder,NE,13.8072,8.9881,80.56,16,0,4.61,clear sky
416,Bulgan,MN,48.8125,103.5347,-14.39,100,100,1.01,overcast clouds
417,Pangody,RU,65.85,74.4859,-13.97,95,82,8.99,broken clouds
418,Tanda,IN,26.55,82.65,53.74,65,0,4.65,clear sky
419,Fiumicino,IT,41.7675,12.2291,54.99,85,40,11.5,scattered clouds
420,Gloucester,GB,51.8657,-2.2431,52.47,89,100,8.99,overcast clouds
421,Xiaoweizhai,CN,26.1903,107.5125,37.49,96,18,3.09,few clouds
422,Dzaoudzi,YT,-12.7887,45.2699,78.69,89,0,5.75,clear sky
423,Touros,BR,-5.1989,-35.4608,88.7,66,8,13.13,clear sky
424,Methoni,GR,36.8197,21.7049,57.22,71,5,1.79,clear sky
425,Tilichiki,RU,60.4667,166.1,-19.44,93,7,9.91,clear sky
426,Carutapera,BR,-1.195,-46.02,81.39,77,100,7.25,overcast clouds
427,Ilo,PE,-17.6394,-71.3375,74.34,70,15,9.26,few clouds
428,Lewistown,US,40.5992,-77.5714,33.15,70,100,9.22,overcast clouds
429,Nynashamn,SE,58.9034,17.9479,39.0,88,100,21.0,overcast clouds
430,Erenhot,CN,43.6475,111.9767,-6.27,92,6,4.9,clear sky
431,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,7.39,66,75,2.24,broken clouds
432,Santa Cruz De La Palma,ES,28.6835,-17.7642,68.14,68,20,10.36,few clouds
433,Brae,GB,60.3964,-1.353,42.71,87,100,9.28,overcast clouds
434,Pangkalanbuun,ID,-2.6833,111.6167,74.88,95,100,1.48,overcast clouds
435,Yulara,AU,-25.2406,130.9889,71.44,30,1,8.05,clear sky
436,Maltahohe,NA,-24.8333,16.9833,75.45,55,100,11.99,light rain
437,Zhanaozen,KZ,43.3,52.8,30.85,64,6,13.13,clear sky
438,Nongstoin,IN,25.5167,91.2667,45.25,48,0,4.18,clear sky
439,Kudahuvadhoo,MV,2.6708,72.8944,81.82,76,100,10.02,overcast clouds
440,Jaltepec,MX,19.7333,-98.6333,59.74,52,25,6.76,scattered clouds
441,Ngunguru,NZ,-35.6167,174.5,59.16,70,77,7.27,broken clouds
442,Noyabrsk,RU,63.1994,75.4507,-11.61,99,100,9.55,overcast clouds
443,Manta,EC,-0.95,-80.7333,80.38,78,75,6.91,broken clouds
444,Pevek,RU,69.7008,170.3133,-17.28,98,100,9.04,overcast clouds
445,Kampong Cham,KH,11.9934,105.4635,78.82,72,77,5.95,broken clouds
446,Osmena,PH,10.5208,119.9258,79.05,80,100,2.1,overcast clouds
447,Atambua,ID,-9.1061,124.8925,73.09,89,40,2.15,scattered clouds
448,Okhotsk,RU,59.3833,143.3,-14.55,80,1,10.76,clear sky
449,Mayumba,GA,-3.432,10.6554,78.64,85,100,4.59,overcast clouds
450,Uruana,BR,-15.4981,-49.6875,75.67,82,82,7.27,broken clouds
451,Sechura,PE,-5.5569,-80.8222,83.75,54,88,14.65,overcast clouds
452,Aden,YE,12.7794,45.0367,76.71,69,8,7.52,clear sky
453,Balarampur,IN,23.1167,86.2167,59.94,32,0,3.85,clear sky
454,Madang,PG,-5.2246,145.7966,74.93,95,100,4.25,overcast clouds
455,Willowmore,ZA,-33.2926,23.4895,70.41,69,95,9.06,overcast clouds
456,Bogalusa,US,30.791,-89.8487,53.74,24,0,8.05,clear sky
457,Karratha,AU,-20.7377,116.8463,84.65,63,87,9.48,overcast clouds
458,Merauke,ID,-8.4667,140.3333,78.37,82,11,9.66,few clouds
459,Algiers,DZ,36.7525,3.042,53.42,76,20,5.75,few clouds
460,Yeppoon,AU,-23.1333,150.7333,69.58,79,37,16.89,scattered clouds
461,Kochevo,RU,59.5994,54.3125,5.27,100,82,3.49,broken clouds
462,Ocampo,MX,21.65,-101.5,65.28,44,11,11.3,few clouds
463,Olafsvik,IS,64.8945,-23.7142,27.72,92,100,9.04,light snow
464,Baruun-Urt,MN,46.6806,113.2792,-16.96,99,72,2.68,broken clouds
465,Syamzha,RU,60.0158,41.0614,19.69,95,100,7.67,overcast clouds
466,Duncan,US,34.5023,-97.9578,55.29,25,0,6.91,clear sky
467,Kaupanger,NO,61.1845,7.2404,37.89,93,40,1.14,scattered clouds
468,Fernley,US,39.608,-119.2518,63.81,29,0,1.01,clear sky
469,Nalut,LY,30.3333,10.85,58.37,23,82,11.18,broken clouds
470,Sayyan,YE,15.1718,44.3244,54.77,46,8,2.26,clear sky
471,Ardmore,US,34.1743,-97.1436,58.64,27,0,9.22,clear sky
472,Tiznit,MA,29.5833,-9.5,57.6,58,0,6.08,clear sky
473,Griffith,US,41.5284,-87.4237,19.13,64,100,10.36,overcast clouds
474,Kutum,SD,14.2,24.6667,66.18,12,6,9.08,clear sky
475,Knysna,ZA,-34.0363,23.0471,70.18,87,15,2.33,few clouds
476,Praia Da Vitoria,PT,38.7333,-27.0667,60.76,72,75,7.94,broken clouds
477,Halifax,CA,44.6453,-63.5724,33.8,74,100,5.01,overcast clouds
478,Topeka,US,39.0483,-95.678,35.69,41,0,13.8,clear sky
479,Tynda,RU,55.1667,124.7167,-18.42,97,91,2.53,overcast clouds
480,Sinnamary,GF,5.3833,-52.95,79.2,86,65,9.44,broken clouds
481,Yabelo,ET,4.8833,38.0833,70.09,23,90,5.99,overcast clouds
482,Kasempa,ZM,-13.4584,25.8338,63.84,88,43,3.42,scattered clouds
483,Jiexiu,CN,37.0244,111.9125,29.95,33,2,5.28,clear sky
484,Russell,US,32.3502,-85.1999,52.88,27,40,16.11,scattered clouds
485,Charters Towers,AU,-20.1,146.2667,69.31,80,1,7.34,clear sky
486,Inta,RU,66.0317,60.1659,4.91,84,92,6.31,overcast clouds
487,Bollnas,SE,61.3482,16.3946,39.38,80,100,13.27,overcast clouds
488,Guararapes,BR,-21.2608,-50.6428,86.27,50,72,7.09,broken clouds
489,Otatitlan,MX,18.2,-96.0333,63.28,69,100,5.17,overcast clouds
490,Noshiro,JP,40.2039,140.0242,21.72,79,38,5.12,scattered clouds
491,San Ignacio,BZ,17.1561,-89.0714,84.34,70,75,6.91,broken clouds
492,Katy,US,29.7858,-95.8244,57.69,30,0,8.05,clear sky
493,San Vicente,AR,-26.6167,-54.1333,86.04,38,99,6.02,overcast clouds
494,Ak-Dovurak,RU,51.1833,90.6,-16.13,96,100,0.87,overcast clouds
495,Olga,RU,43.7444,135.2892,10.56,76,18,6.98,few clouds
496,Kalmunai,LK,7.4167,81.8167,76.19,83,97,5.91,overcast clouds
497,Codrington,AU,-38.2667,141.9667,59.95,90,60,7.2,broken clouds
498,Kirakira,SB,-10.4544,161.9205,79.25,84,100,8.32,overcast clouds
499,Ayr,GB,55.4627,-4.6339,42.78,93,100,10.36,overcast clouds
500,Vallentuna,SE,59.5344,18.0776,39.38,88,75,17.27,broken clouds
501,Ust-Nera,RU,64.5667,143.2,-35.36,96,57,1.95,broken clouds
502,Tamiahua,MX,21.2667,-97.45,62.71,49,50,19.13,scattered clouds
503,Huarmey,PE,-10.0681,-78.1522,77.81,69,4,12.46,clear sky
504,Baiyin,CN,36.5583,104.2081,22.08,83,9,0.65,clear sky
505,Vangaindrano,MG,-23.35,47.6,74.43,91,0,1.41,clear sky
506,Atbasar,KZ,51.8,68.3333,-1.14,99,100,4.0,snow
507,Alta Floresta,BR,-9.8756,-56.0861,85.82,70,40,6.91,scattered clouds
508,Saint-Denis,FR,48.9167,2.3333,56.17,61,0,13.8,clear sky
509,Jaguarao,BR,-32.5661,-53.3758,77.94,25,0,15.59,clear sky
510,Harlingen,US,26.1906,-97.6961,62.26,33,0,10.36,clear sky
511,Smithers,CA,54.7804,-127.1743,26.92,93,100,2.3,overcast clouds
512,Stanilesti,RO,46.6183,28.1714,38.08,67,99,8.37,overcast clouds
513,Khao Wong,TH,16.7001,104.0902,68.09,83,84,8.99,broken clouds
514,Biltine,TD,14.5333,20.9167,79.61,10,100,14.38,overcast clouds
515,Poum,NC,-20.2333,164.0167,81.66,77,99,14.34,overcast clouds
516,Launceston,AU,-41.45,147.1667,60.15,92,85,5.75,overcast clouds
517,Jaguey Grande,CU,22.5269,-81.1286,75.85,42,69,7.43,broken clouds
518,Waltershausen,DE,50.9,10.5667,42.84,83,70,12.35,broken clouds
519,Dongsheng,CN,39.8161,109.9776,6.78,64,26,3.02,scattered clouds
520,Marang,MY,5.2056,103.2059,76.93,89,17,2.33,few clouds
521,Tura,IN,25.5198,90.2201,54.75,69,0,4.47,clear sky
522,Selma,US,36.5708,-119.6121,75.18,45,6,1.52,clear sky
523,Sioux Lookout,CA,50.1001,-91.917,-5.42,59,40,6.91,scattered clouds
524,Nha Trang,VN,12.25,109.1833,77.0,89,72,5.53,broken clouds
525,Nara,JP,34.6851,135.8049,40.28,84,100,4.36,overcast clouds
526,Thunder Bay,CA,48.4001,-89.3168,5.56,56,0,5.75,clear sky
527,Sola,VU,-13.8833,167.55,79.47,89,75,0.0,broken clouds
528,Ilulissat,GL,69.2167,-51.1,23.02,50,75,14.97,broken clouds
529,La Ronge,CA,55.1001,-105.2842,5.25,85,75,4.61,broken clouds
530,Molchanovo,RU,57.5817,83.7692,6.46,95,100,8.97,overcast clouds
531,Bodden Town,KY,19.2833,-81.25,82.98,74,75,4.61,broken clouds
532,Talcahuano,CL,-36.7167,-73.1167,61.97,85,41,11.34,scattered clouds
533,Obukhiv,UA,50.11,30.6227,32.41,72,19,8.12,few clouds
534,Inongo,CD,-1.95,18.2667,74.48,85,100,4.18,overcast clouds
535,Najran,SA,17.4924,44.1277,59.65,38,30,3.85,scattered clouds
536,Ranchi,IN,23.35,85.3333,57.31,62,0,0.0,haze
537,Ust-Kuyga,RU,70.0167,135.6,-11.79,90,100,6.96,overcast clouds
538,Ko Samui,TH,9.5357,99.9357,82.33,76,100,12.93,overcast clouds
539,Chuguyevka,RU,44.1653,133.8633,-10.97,100,100,2.91,overcast clouds
540,Fairlie,GB,55.756,-4.8556,42.71,93,100,11.05,light rain
541,Kieta,PG,-6.2167,155.6333,78.8,83,90,0.49,overcast clouds
542,Majene,ID,-3.5403,118.9707,75.61,87,100,3.51,overcast clouds
543,Alnavar,IN,15.4333,74.7333,68.92,53,1,4.23,clear sky
544,Uniontown,US,39.9001,-79.7164,30.56,51,100,1.99,snow
545,Benguela,AO,-12.5763,13.4055,77.52,78,92,3.56,overcast clouds
546,Srednekolymsk,RU,67.45,153.6833,-33.14,99,18,6.29,few clouds
547,Aguie,NE,13.506,7.7786,75.97,10,0,9.04,clear sky
548,Buenos Aires,AR,-34.6132,-58.3772,80.92,33,0,9.22,clear sky
549,Daru,PG,-9.0763,143.2092,79.0,79,53,9.75,broken clouds
550,Nanzhou,CN,29.3596,112.4024,39.83,87,0,2.89,clear sky
551,Mattru,SL,7.6244,-11.8332,82.31,64,24,7.83,few clouds
552,Nanyang,CN,32.9947,112.5328,37.96,81,85,4.16,overcast clouds
553,Moindou,NC,-21.6924,165.677,75.15,85,100,4.25,overcast clouds
554,Vuktyl,RU,63.8567,57.3094,5.23,98,99,3.65,overcast clouds
555,Poronaysk,RU,49.2167,143.1167,8.11,94,87,7.29,overcast clouds
556,Hondo,JP,32.45,130.2,47.95,75,100,10.02,light rain
557,Batagay-Alyta,RU,67.8006,130.4114,-9.29,84,100,3.29,overcast clouds
558,Havoysund,NO,70.9963,24.6622,22.08,85,100,10.2,light snow
559,Vylok,UA,48.1092,22.8387,34.72,82,16,3.65,few clouds
560,San Jose,US,37.3394,-121.895,74.26,52,20,1.99,few clouds
561,Pacasmayo,PE,-7.4006,-79.5714,77.43,64,75,12.12,broken clouds
562,Lorengau,PG,-2.0226,147.2712,80.4,78,100,1.54,overcast clouds
563,Laramie,US,41.3114,-105.5911,46.9,55,6,18.41,clear sky
564,Banjarmasin,ID,-3.3244,114.591,77.14,90,100,1.72,overcast clouds
565,Harper,LR,4.375,-7.7169,78.96,82,48,7.05,scattered clouds
566,Walvis Bay,NA,-22.9575,14.5053,76.15,73,1,8.05,light rain
567,Solnechnyy,RU,50.7214,136.6319,9.12,95,100,4.61,overcast clouds
568,Perbaungan,ID,3.5679,98.956,78.91,90,93,5.3,overcast clouds
569,Rabo De Peixe,PT,37.8,-25.5833,62.28,80,40,12.66,scattered clouds
570,Dubai,AE,25.2582,55.3047,70.21,48,20,6.91,few clouds
571,Aripuana,BR,-9.1667,-60.6333,78.06,93,100,0.31,moderate rain
572,Belaya Gora,RU,68.5333,146.4167,-19.3,96,86,5.19,overcast clouds
573,Jawhar,SO,2.7809,45.5005,75.83,74,100,15.05,overcast clouds
574,Hovd,MN,48.0056,91.6419,-13.13,81,15,2.51,few clouds
575,Skjervoy,NO,70.0311,20.9714,23.18,70,100,12.33,overcast clouds
576,Nuuk,GL,64.1835,-51.7216,9.88,92,75,11.5,broken clouds
577,Imuris,MX,30.7833,-110.8667,74.05,12,2,5.79,clear sky
578,Goderich,CA,43.7501,-81.7165,18.91,85,100,2.3,overcast clouds
579,Riyadh,SA,24.6877,46.7219,59.14,29,0,7.76,clear sky
580,Sambava,MG,-14.2667,50.1667,77.13,86,57,3.98,moderate rain
581,Amahai,ID,-3.3333,128.9167,76.19,89,100,1.32,overcast clouds
582,Crestline,US,34.242,-117.2856,69.08,14,0,1.99,clear sky
583,Nantucket,US,41.2835,-70.0995,37.51,84,100,17.27,overcast clouds
584,Champerico,GT,14.3,-91.9167,93.76,56,1,9.46,clear sky
585,Gannan,CN,47.9147,123.5031,-6.79,93,38,6.31,scattered clouds
586,High Level,CA,58.5169,-117.136,-3.89,77,20,6.91,few clouds
587,Taoudenni,ML,22.6783,-3.9836,67.84,21,0,12.15,clear sky
588,Gushi,CN,34.6425,109.5843,40.87,70,49,4.29,scattered clouds
589,Nazca,PE,-14.8333,-74.95,86.5,41,26,9.24,scattered clouds
590,Constantine,DZ,36.365,6.6147,47.61,66,40,5.75,scattered clouds
591,Quatre Cocos,MU,-20.2078,57.7625,81.09,84,86,13.33,light rain
592,Santiago Del Estero,AR,-27.7951,-64.2615,85.86,19,0,8.03,clear sky
593,Kattivakkam,IN,13.2167,80.3167,80.08,77,2,10.85,clear sky
594,Svetlyy,RU,54.675,20.1347,35.65,72,100,16.91,overcast clouds
595,Benjamin Constant,BR,-4.3831,-70.0311,77.13,88,100,6.91,moderate rain
596,Manali,IN,13.1667,80.2667,80.08,77,3,10.25,clear sky
597,Thaba-Tseka,LS,-29.522,28.6084,59.41,82,91,0.72,moderate rain
598,Constitucion,CL,-35.3333,-72.4167,68.63,70,50,10.07,scattered clouds
599,Raudeberg,NO,61.9875,5.1352,41.67,94,100,5.01,moderate rain
600,Kouroussa,GN,10.65,-9.8833,82.26,13,6,2.91,clear sky
601,Muravlenko,RU,63.7898,74.523,-16.87,100,100,8.39,overcast clouds
602,Kostomuksha,RU,64.571,30.5767,28.92,95,100,11.83,light snow
603,Farafangana,MG,-22.8167,47.8333,76.41,88,2,4.56,clear sky
604,Savannakhet,LA,16.566,104.751,67.28,86,100,10.31,overcast clouds
605,Fort Dodge,US,42.4975,-94.168,10.44,56,0,0.0,clear sky
606,Ahtopol,BG,42.1,27.95,41.47,77,100,10.16,overcast clouds
607,Naze,JP,28.3667,129.4833,59.02,93,100,15.59,light rain
608,Acapulco,MX,16.8634,-99.8901,85.82,58,40,6.91,scattered clouds
609,Ugoofaaru,MV,5.6667,73.0,80.8,75,88,11.27,overcast clouds
610,Aljustrel,PT,37.8776,-8.1652,56.12,78,100,7.72,overcast clouds
611,Adrar,MR,20.5022,-10.0711,68.4,17,10,10.33,clear sky
612,Cockburn Town,TC,21.4612,-71.1419,82.36,61,40,18.41,scattered clouds
613,Cochrane,CA,51.1834,-114.4687,44.42,39,75,4.61,broken clouds
614,Sosnogorsk,RU,63.6023,53.8817,-2.61,100,91,3.11,overcast clouds
615,Ketchikan,US,55.3422,-131.6461,42.78,100,100,5.75,light rain
616,Sicuani,PE,-14.2694,-71.2261,55.53,60,100,6.62,overcast clouds
617,Saint Anthony,US,45.0205,-93.218,8.78,53,0,4.61,clear sky
618,Cazones,MX,20.7167,-97.3167,60.6,77,100,9.22,overcast clouds
619,Sao Raimundo Nonato,BR,-9.0153,-42.6994,82.09,70,74,2.89,moderate rain
620,Bequimao,BR,-2.4489,-44.7825,80.92,72,28,5.44,scattered clouds
621,Santa Rosa,PH,14.3122,121.1114,80.11,90,100,7.43,overcast clouds
622,Khasan,RU,42.4308,130.6434,18.93,63,100,7.18,overcast clouds
623,Varzea Grande,BR,-15.6467,-56.1325,85.87,66,75,11.5,thunderstorm
624,Mapastepec,MX,15.4333,-92.9,94.21,35,100,5.97,overcast clouds
625,Manacapuru,BR,-3.2997,-60.6206,82.98,77,100,3.67,light rain
626,Bemidji,US,47.4736,-94.8803,3.18,56,0,10.36,clear sky
627,Hualmay,PE,-11.0964,-77.6139,76.71,69,10,12.19,clear sky
628,Buckeye,US,33.3703,-112.5838,76.24,13,0,16.11,clear sky
629,Susanville,US,40.4163,-120.653,47.91,56,0,1.99,clear sky
630,Baglan,AF,36.1307,68.7083,47.93,68,99,3.38,overcast clouds
631,Comodoro Rivadavia,AR,-45.8667,-67.5,91.26,21,20,14.97,few clouds
632,Calama,CL,-22.4667,-68.9333,75.49,14,94,18.54,overcast clouds
633,Fort-Shevchenko,KZ,44.5086,50.263,35.42,64,12,15.59,few clouds
634,Hildburghausen,DE,50.4255,10.7318,40.19,91,16,6.42,few clouds
635,Mokhsogollokh,RU,61.4681,128.9203,-20.51,100,98,1.43,overcast clouds
636,Palu,ID,-0.8917,119.8707,75.33,92,100,3.11,light rain
637,Finote Selam,ET,10.7,37.2667,70.41,34,78,6.89,broken clouds
638,Murray Bridge,AU,-35.1167,139.2667,70.47,84,2,6.87,clear sky
639,Tornio,FI,65.8481,24.1466,32.02,99,100,9.82,light snow
640,Onguday,RU,50.75,86.15,0.73,96,100,3.04,overcast clouds
641,Ulaangom,MN,49.9811,92.0667,-25.67,98,100,1.21,overcast clouds
642,Leshukonskoye,RU,64.8989,45.7622,6.76,99,95,4.36,overcast clouds
643,Colares,PT,38.7992,-9.4469,58.28,83,75,20.0,mist
644,Charyshskoye,RU,51.3978,83.5598,16.16,88,100,4.72,overcast clouds
645,Kamenka,RU,51.3223,42.7678,14.74,95,8,8.03,clear sky
646,Penzance,GB,50.1186,-5.5371,49.21,82,100,25.72,overcast clouds
647,Avera,US,33.194,-82.5271,57.43,25,11,16.42,few clouds
648,Maragogi,BR,-9.0122,-35.2225,83.95,67,7,14.72,clear sky
649,Donja Dubica,BA,45.075,18.4114,37.47,69,0,2.42,clear sky
650,Caravelas,BR,-17.7125,-39.2481,81.57,70,89,11.07,overcast clouds
651,Bambanglipuro,ID,-7.95,110.2833,62.6,94,100,4.43,heavy intensity rain
652,Santa Lucia,ES,27.9117,-15.5407,60.76,68,20,19.57,few clouds
653,Atlantic Beach,US,30.3344,-81.3987,65.08,74,100,9.22,overcast clouds
654,Alexandria,EG,31.2156,29.9553,57.16,67,40,6.91,scattered clouds
655,Saint-Francois,FR,46.4154,3.9054,49.44,62,0,19.57,clear sky
656,Ixtapa,MX,20.7,-105.2,78.03,47,75,8.05,broken clouds
657,Taltal,CL,-25.4,-70.4833,71.69,68,13,8.55,few clouds
658,Svetlaya,RU,46.5389,138.3297,23.09,92,100,17.78,snow
659,Los Llanos De Aridane,ES,28.6585,-17.9182,64.13,71,20,10.36,few clouds
660,Khartoum,SD,15.5518,32.5324,79.02,17,21,13.0,few clouds
661,Lubao,PH,14.9167,120.55,80.15,87,100,5.61,overcast clouds
662,Victor Harbor,AU,-35.5667,138.6167,70.81,87,29,7.43,scattered clouds
663,Kobayashi,JP,31.9833,130.9833,50.77,98,100,2.44,light rain
664,Marystown,CA,47.1666,-55.1483,37.85,100,76,15.01,broken clouds
665,Casper,US,42.8666,-106.3131,49.5,47,0,16.11,clear sky
666,Waingapu,ID,-9.6567,120.2641,77.61,87,78,3.76,broken clouds
667,Slavyansk-Na-Kubani,RU,45.2519,38.1181,35.26,73,8,10.11,clear sky
668,Payakumbuh,ID,-0.2202,100.6308,69.06,96,100,2.91,overcast clouds
669,Connersville,US,39.6412,-85.1411,28.9,62,100,1.01,overcast clouds
670,Conakry,GN,9.538,-13.6773,86.07,66,7,13.8,haze
671,Yangcun,CN,39.3639,117.0603,21.18,96,58,4.38,broken clouds
672,Petrivka,UA,46.9695,30.9591,28.85,70,20,4.68,few clouds
673,Hereford,GB,52.0568,-2.7148,52.02,94,100,1.99,overcast clouds
674,Krotoszyn,PL,51.6987,17.4374,39.54,69,5,12.41,clear sky
675,Roma,US,43.2128,-75.4557,22.42,69,100,3.44,overcast clouds
676,Nyurba,RU,63.2842,118.3319,-22.13,100,97,1.19,overcast clouds
677,Palekh,RU,56.8028,41.8572,26.46,97,100,5.44,snow
678,Ettaiyapuram,IN,9.1441,77.9907,75.0,72,41,5.64,scattered clouds
679,Tarakan,ID,3.3,117.6333,76.5,94,20,0.0,few clouds
680,Sulangan,PH,11.1373,123.7228,79.25,82,100,11.23,overcast clouds
681,Letterkenny,IE,54.95,-7.7333,44.49,95,100,11.95,moderate rain
682,Amroha,IN,28.9167,78.4667,53.67,63,0,3.02,clear sky
683,Cocobeach,GA,1.0002,9.5823,80.24,79,100,5.1,overcast clouds
684,Tahoua,NE,14.8888,5.2692,85.98,8,0,6.91,clear sky
685,Villa Maria,AR,-32.4075,-63.2402,79.83,39,0,4.18,clear sky
686,Yar-Sale,RU,66.8333,70.8333,-9.9,93,100,8.95,overcast clouds
687,Normandin,CA,48.8333,-72.5321,-9.27,59,100,3.44,overcast clouds
688,Toamasina,MG,-18.1667,49.3833,78.8,89,75,2.3,broken clouds
689,Lodwar,KE,3.1191,35.5973,88.63,26,52,4.27,broken clouds
690,Monrovia,LR,6.3005,-10.7969,85.77,79,82,9.08,broken clouds
